,word,pinyin,definition
8702,停顿,tíng dùn,to halt/to break off/pause (in speech)
8703,同等,tóng děng,equal to/having the same social class or status
8704,通风,tōng fēng,airy/ventilation/to ventilate/to disclose information
8705,同感,tóng gǎn,(have the) same feeling/similar impression/common feeling
8706,通缉,tōng jī,to order the arrest of sb as criminal/to list as wanted
8707,通通,tōng tōng,all/entire/complete
8708,通宵,tōng xiāo,all night/throughout the night
8709,痛心,tòng xīn,grieved/pained
8710,投稿,tóu gǎo,to submit articles for publication/to contribute (writing)
8711,投机,tóu jī,congenial; agreeable/to speculate; to profiteer
8712,投身,tóu shēn,to throw oneself into sth
8713,偷窥,tōu kuī,to peep/to peek/to act as voyeur
8714,偷懒,tōu lǎn,to goof off/to be lazy
8715,透支,tòu zhī,"(banking) to overdraw/to take out an overdraft/an overdraft/to overspend (i.e. expenditure in excess of revenue)/(old) to draw one's wage in advance/(fig.) to exhaust (one's enthusiasm, energy etc)/to damage a natural resource through overuse"
8716,头条,tóu tiáo,lead story (on the news)
8717,图表,tú biǎo,chart/diagram
8718,土壤,tǔ rǎng,soil
8722,图纸,tú zhǐ,blueprint/drawing/design plans/graph paper
8723,团圆,tuán yuán,to have a reunion
8724,退回,tuì huí,to return (an item)/to send back/to go back
8726,退役,tuì yì,(of military personnel or athletes) to retire/(of outdated equipment) to be decommissioned
8727,妥当,tuǒ dàng,appropriate/proper/ready
8728,托付,tuō fù,to entrust
8729,拖累,tuō lěi,to encumber/to be a burden on/to implicate
8730,妥善,tuǒ shàn,appropriate; proper
8732,脱落,tuō luò,to drop off/to come off/to lose (hair etc)/to omit (a character when writing)
8734,唾液,tuò yè,saliva
8735,挖苦,wā kǔ,to speak sarcastically/to make cutting remarks/also pr. [wa1 ku5]
8736,外行,wài háng,layman/amateur
8737,外貌,wài mào,profile/appearance
8738,歪曲,wāi qū,to distort/to misrepresent
8739,外形,wài xíng,figure/shape/external form/contour
8742,完好,wán hǎo,intact/in good condition
8743,晚期,wǎn qī,later period/end stage/terminal
8746,旺盛,wàng shèng,vigorous/exuberant
8748,往返,wǎng fǎn,to go back and forth; to go to and fro; to do a round trip
8749,往日,wǎng rì,former days; the past
8752,威风,wēi fēng,might/awe-inspiring authority/impressive
8753,危急,wēi jí,critical/desperate (situation)
8754,危及,wēi jí,"to endanger/to jeopardize/a danger (to life, national security etc)"
8755,未免,wèi miǎn,unavoidably/can't help/really/rather
8756,微妙,wēi miào,subtle
8757,围墙,wéi qiáng,perimeter wall/fence/CL:道[dao4]
8758,委屈,wěi qū,to feel wronged/to cause sb to feel wronged/grievance
8759,微弱,wēi ruò,weak/faint/feeble
8760,尾声,wěi shēng,coda/epilogue/end
8761,委婉,wěi wǎn,tactful/euphemistic/(of voice etc) suave/soft
8762,唯独,wéi dú,only/just (i.e. it is only that...)/all except/unique
8763,畏惧,wèi jù,to fear/to dread/foreboding
8764,微型,wēi xíng,miniature; micro-; tiny
8765,喂养,wèi yǎng,"to feed (a child, domestic animal etc)/to keep/to raise (an animal)"
8766,委员,wěi yuán,committee member
8767,违章,wéi zhāng,to break the rules/to violate regulations
8768,稳固,wěn gù,stable/steady/firm/to stabilize
8769,问卷,wèn juǎn,questionnaire/CL:份[fen4]
8770,文盲,wén máng,illiterate
8771,文凭,wén píng,diploma
8772,紊乱,wěn luàn,disorder/chaos
8773,瘟疫,wēn yì,plague; pestilence
8774,文物,wén wù,"cultural relic/historical relic/CL:件[jian4],個|个[ge4]"
8775,文雅,wén yǎ,elegant/refined
8776,温室,wēn shì,greenhouse
8777,温馨,wēn xīn,comfort/soft and fragrant/warm
8778,蚊子,wén zi,mosquito
8780,务必,wù bì,must/to need to/to be sure to
8781,污秽,wū huì,nasty/sordid/filthy
8785,无非,wú fēi,only/nothing else
8786,无故,wú gù,without cause or reason
8788,无理,wú lǐ,irrational/unreasonable
8789,无穷,wú qióng,endless/boundless/inexhaustible
8790,无私,wú sī,selfless/unselfish/disinterested/altruistic
8791,无形,wú xíng,incorporeal/virtual/formless/invisible (assets)/intangible
8792,无须,wú xū,need not/not obliged to/not necessarily
8794,无缘,wú yuán,"to have no opportunity/no way (of doing sth)/no chance/no connection/not placed (in a competition)/(in pop lyrics) no chance of love, no place to be together etc"
8795,巫婆,wū pó,witch/sorceress/female shaman
8797,物资,wù zī,goods/supplies
8801,稀罕,xī hǎn,rare; uncommon/rare thing; rarity/to value as a rarity; to cherish/Taiwan pr. [xi1 han3]
8802,喜好,xǐ hào,to like/fond of/to prefer/to love/one's tastes/preference
8803,熄火,xī huǒ,"(of fire, lamp etc) to go out/to put out (fire)/(fig.) to die down/(of a vehicle) to stall"
8804,稀奇,xī qí,rare/strange
8805,习俗,xí sú,custom/tradition/local tradition/convention
8806,细微,xì wēi,tiny/minute/fine/subtle/sensitive (instruments)
8807,席位,xí wèi,"a seat (in a theater, stadium etc)/parliamentary or congressional seat"
8808,喜悦,xǐ yuè,happy/joyous
8809,细心,xì xīn,careful/attentive
8811,下棋,xià qí,to play chess
8812,下属,xià shǔ,subordinate/underling
8813,下台,xià tái,to go off the stage/to fall from position of prestige/to step down (from office etc)/to disentangle oneself/to get off the hook
8816,现成,xiàn chéng,ready-made/readily available
8817,限度,xiàn dù,limitation/limit
8819,掀起,xiān qǐ,"to lift; to raise (a lid etc)/(of a storm) to surge; to stir up (waves etc)/(fig.) to trigger; set off (a wave of popularity, a controversy etc)"
8820,鲜活,xiān huó,vivid/lively/(of food ingredients) live or fresh
8821,先例,xiān lì,precedent
8822,仙女,xiān nǚ,fairy
8823,现任,xiàn rèn,"to occupy a post currently/current (president etc); incumbent/(coll.) current boyfriend (girlfriend, spouse)"
8825,限于,xiàn yú,to be limited to/to be confined to
8826,显现,xiǎn xiàn,appearance/to appear
8827,现行,xiàn xíng,to be in effect/in force/current
8828,献血,xiàn xuè,to donate blood
8829,显眼,xiǎn yǎn,conspicuous/eye-catching/glamorous
8832,相伴,xiāng bàn,to accompany sb/to accompany each other
8833,相差,xiāng chà,to differ
8835,祥和,xiáng hé,auspicious and peaceful
8836,橡胶,xiàng jiāo,rubber/caoutchouc
8837,向来,xiàng lái,always (previously)
8838,相连,xiāng lián,to link/to join/link/connection
8839,响亮,xiǎng liàng,loud and clear/resounding
8840,橡皮,xiàng pí,rubber/an eraser/CL:塊|块[kuai4]
8842,相通,xiāng tōng,interlinked/connected/communicating/in communication/accommodating
8843,向往,xiàng wǎng,to yearn for/to look forward to
8844,响应,xiǎng yìng,to respond to/answer/CL:個|个[ge4]
8845,享有,xiǎng yǒu,"to enjoy (rights, privileges etc)"
8846,向着,xiàng zhe,towards/facing (sb or sth)/(coll.) to side with/to favor
8848,消沉,xiāo chén,depressed/bad mood/low spirit
8849,小贩,xiǎo fàn,peddler/hawker
8850,小看,xiǎo kàn,to look down on/to underestimate
8851,小气,xiǎo qì,stingy/miserly/narrow-minded/petty
8852,消遣,xiāo qiǎn,to while the time away/amusement/pastime/recreation/to make sport of
8853,小区,xiǎo qū,housing estate; community; neighborhood/(telecommunications) cell
8854,潇洒,xiāo sǎ,confident and at ease/free and easy
8855,萧条,xiāo tiáo,bleak; desolate/(economics) in a slump; sluggish; depressed
8856,小溪,xiǎo xī,brook/streamlet
8857,肖像,xiào xiàng,"portrait (painting, photo etc)/(in a general sense) representation of a person/likeness"
8860,挟持,xié chí,to seize
8861,泄密,xiè mì,to leak secrets
8862,泄气,xiè qì,to leak (gas)/to be discouraged/to despair/(disparaging) pathetic/to vent one's anger/(of a tire) to be flat
8863,携手,xié shǒu,hand in hand/to join hands/to collaborate
8864,协同,xié tóng,to cooperate/in coordination with/coordinated/collaborate/collaboration/collaborative
8866,协作,xié zuò,cooperation/coordination
8867,心肠,xīn cháng,heart/intention/one's inclination/state of mind/to have the heart for sth/mood
8868,新潮,xīn cháo,modern/fashionable
8869,新款,xīn kuǎn,new style/latest fashion/new model
8871,新奇,xīn qí,novel; new; exotic
8872,辛勤,xīn qín,hardworking; industrious
8873,新式,xīn shì,new style/latest type
8874,新手,xīn shǒu,new hand/novice/raw recruit
8875,欣喜,xīn xǐ,happy
8876,心胸,xīn xiōng,heart/mind/ambition/aspiration
8877,心血,xīn xuè,heart's blood/expenditure (for some project)/meticulous care
8878,信誉,xìn yù,prestige/distinction/reputation/trust
8879,醒目,xǐng mù,eye-grabbing (headline)/striking (illustration)
8880,醒悟,xǐng wù,to come to oneself/to come to realize/to come to see the truth/to wake up to reality
8881,幸亏,xìng kuī,fortunately/luckily
8882,幸免,xìng miǎn,to avoid (an unpleasant fate)
8883,兴起,xīng qǐ,to rise/to spring up/to burgeon/to be aroused/to come into vogue
8884,性情,xìng qíng,nature/temperament
8885,行使,xíng shǐ,to exercise (a right etc)
8886,姓氏,xìng shì,family name
8887,猩猩,xīng xīng,orangutan/(slang) dialect speaker whose speech is corrupted by Standard Mandarin
8889,兴致,xìng zhì,mood/spirits/interest
8890,星座,xīng zuò,constellation/astrological sign/CL:張|张[zhang1]
8891,凶残,xiōng cán,savage
8892,凶恶,xiōng è,"variant of 兇惡|凶恶, fierce/ferocious/fiendish/frightening"
8893,凶狠,xiōng hěn,cruel/vicious/fierce and malicious/vengeful
8894,凶猛,xiōng měng,fierce/violent/ferocious
8895,胸膛,xiōng táng,chest
8897,嗅觉,xiù jué,sense of smell
8898,休克,xiū kè,shock (loanword)/to go into shock
8899,休养,xiū yǎng,to recuperate/to recover/to convalesce
8900,修正,xiū zhèng,to revise/to amend
8902,虚幻,xū huàn,imaginary/illusory
8903,虚假,xū jiǎ,false/phony/pretense
8904,虚拟,xū nǐ,to imagine; to make up/fictitious; theoretical; hypothetical/(computing) to emulate/(computing) virtual
8905,叙述,xù shù,to relate (a story or information)/to tell or talk about/to recount/narration/telling/narrative/account
8906,宣告,xuān gào,to declare/to proclaim
8907,悬念,xuán niàn,"suspense in a movie, play etc/concern for sb's welfare"
8908,选项,xuǎn xiàng,option; alternative; choice/to choose a project
8909,宣泄,xuān xiè,to drain (by leading off water)/to unburden oneself/to divulge/to leak a secret
8910,悬崖,xuán yá,precipice/overhanging cliff
8911,宣扬,xuān yáng,to publicize; to advertise; to spread far and wide
8912,学历,xué lì,educational background/academic qualifications
8913,血脉,xuè mài,blood vessels
8914,削弱,xuē ruò,to weaken/to impair/to cripple
8915,雪山,xuě shān,snow-capped mountain
8918,学业,xué yè,studies/schoolwork
8919,血缘,xuè yuán,bloodline
8920,寻觅,xún mì,to look for
8922,压倒,yā dǎo,to overwhelm/to overpower/overwhelming
8923,牙膏,yá gāo,toothpaste/CL:管[guan3]
8924,压缩,yā suō,to compress; compression
8926,咽喉,yān hóu,throat
8927,延缓,yán huǎn,to defer/to postpone/to put off/to retard/to slow sth down
8928,焰火,yàn huǒ,fireworks
8929,严禁,yán jìn,to strictly prohibit
8930,严谨,yán jǐn,rigorous; strict; careful/(of writing) well organized; meticulous
8931,严峻,yán jùn,grim/severe/rigorous
8932,眼界,yǎn jiè,ken/scope
8933,延误,yán wù,to postpone (with unfortunate consequences); to take too long (to do sth); to miss (a deadline or window of opportunity)
8934,言行,yán xíng,words and actions/what one says and what one does
8936,演变,yǎn biàn,to develop; to evolve
8937,演练,yǎn liàn,to drill; to practice
8938,炎热,yán rè,blistering hot/sizzling hot (weather)
8941,言辞,yán cí,words/expression/what one says
8942,烟囱,yān cōng,chimney
8943,烟火,yān huǒ,smoke and fire/fireworks
8946,要点,yào diǎn,main point/essential
8947,药方,yào fāng,prescription
8948,摇晃,yáo huàng,to rock; to shake; to sway
8949,妖怪,yāo guài,monster/devil
8950,摇篮,yáo lán,cradle
8951,业绩,yè jì,"achievement/accomplishment/(in more recent usage) performance (of a business, employee etc)/results"
8953,椰子,yē zi,a coconut palm/a coconut
8958,仪表,yí biǎo,appearance/bearing/meter (i.e. measuring instrument)
8960,议程,yì chéng,agenda/agenda item
8962,移交,yí jiāo,to transfer/to hand over
8963,益处,yì chù,benefit
8964,疑点,yí diǎn,a doubtful point
8966,一度,yí dù,for a time/at one time/one time/once
8969,疑虑,yí lǜ,hesitation/misgivings/doubt
8970,疫苗,yì miáo,vaccine
8972,以致,yǐ zhì,to such an extent as to/down to/up to
8973,一体,yī tǐ,an integral whole/all concerned/everybody
8974,一头,yī tóu,one head/a head full of sth/one end (of a stick)/one side/headlong/directly/rapidly/simultaneously
8975,遗留,yí liú,to leave behind/to hand down
8976,遗物,yí wù,remnant
8977,遗愿,yí yuàn,final wishes of the departed
8979,医务,yī wù,medical affairs
8981,一举,yī jǔ,a move/an action/in one move/at a stroke/in one go
8984,一旁,yī páng,aside/to the side of
8985,一手,yī shǒu,a skill/mastery of a trade/by oneself/without outside help
8987,一线,yī xiàn,front line
8988,一心,yī xīn,wholeheartedly/heart and soul
8990,隐蔽,yǐn bì,to conceal/to hide/covert/under cover
8991,隐患,yǐn huàn,a danger concealed within sth/hidden damage/misfortune not visible from the surface
8992,银幕,yín mù,movie screen
8993,引入,yǐn rù,to draw into/to pull into/to introduce
8994,隐身,yǐn shēn,to hide oneself/invisible (person or online status)
8995,印章,yìn zhāng,seal/signet/chop/stamp/CL:方[fang1]
8996,应酬,yìng chóu,to engage in social activities; to socialize/dinner party; banquet; social engagement
8997,迎合,yíng hé,to cater to/to pander to
8998,应聘,yìng pìn,to accept a job offer/to apply for an advertised position
9002,营造,yíng zào,to build (housing)/to construct/to make
9004,用功,yòng gōng,diligent/industrious (in one's studies)/to study hard/to make great effort
9005,拥护,yōng hù,to endorse; to support
9007,用意,yòng yì,intention/purpose
9008,勇于,yǒng yú,to dare to/to be brave enough to
9009,有待,yǒu dài,not yet (done)/pending
9010,诱饵,yòu ěr,bait
9011,悠久,yōu jiǔ,"long (tradition, history etc)"
9012,游览,yóu lǎn,to go sightseeing/to tour/to visit/CL:次[ci4]
9013,悠闲,yōu xián,leisurely/carefree/relaxed
9014,由衷,yóu zhōng,heartfelt/sincere/unfeigned
9015,忧愁,yōu chóu,to be worried
9016,油画,yóu huà,oil painting
9017,忧虑,yōu lǜ,to worry/anxiety (about)
9018,犹如,yóu rú,similar to; like
9020,优异,yōu yì,exceptional; outstandingly good
9021,优越,yōu yuè,superior/superiority
9024,邮政,yóu zhèng,postal service/postal
9025,舆论,yú lùn,public opinion
9026,遇难,yù nàn,to perish/to be killed
9027,预示,yù shì,to indicate/to foretell/to forebode/to betoken
9028,予以,yǔ yǐ,to give/to impose/to apply
9029,遇上,yù shàng,to come across (sb)/to run into
9030,预兆,yù zhào,omen/sign (of sth yet to occur)/prior indication/to foreshadow
9031,缘分,yuán fēn,fate or chance that brings people together/predestined affinity or relationship/(Budd.) destiny
9032,远见,yuǎn jiàn,foresight/discernment/vision
9033,元老,yuán lǎo,senior figure/elder/doyen
9034,源泉,yuán quán,fountainhead/well-spring/water source/fig. origin
